"","Query","Target","Percent_ID","Ali_len","E_val","bitscore","Hit_name_long"
"1033","sens","phaw_30_tra_m.018991",29.03,62,3.9,29.6,"phaw_30_tra_m.018991"
"1034","sens","phaw_30_tra_m.008596",34.23,111,1e-10,63.5,"phaw_30_tra_m.008596"
"1035","sens","phaw_30_tra_m.008596",35.4,113,6e-08,55.1,"phaw_30_tra_m.008596"
"1036","sens","phaw_30_tra_m.008596",34.26,108,8e-08,54.7,"phaw_30_tra_m.008596"
"1037","sens","phaw_30_tra_m.008596",30.43,115,7e-05,45.1,"phaw_30_tra_m.008596"
"1038","sens","phaw_30_tra_m.017483",40.23,87,1e-10,63.5,"phaw_30_tra_m.017483"
"1039","sens","phaw_30_tra_m.017483",38.16,76,5e-10,61.6,"phaw_30_tra_m.017483"
"1040","sens","phaw_30_tra_m.007478",32.76,116,1e-10,60.8,"phaw_30_tra_m.007478"
"1041","sens","phaw_30_tra_m.007478",28.71,101,5e-04,40.8,"phaw_30_tra_m.007478"
"1042","sens","phaw_30_tra_m.011197",35.71,84,1e-10,63.9,"phaw_30_tra_m.011197"
"1043","sens","phaw_30_tra_m.011197",42.86,49,8e-09,58.2,"phaw_30_tra_m.011197"
"1044","sens","phaw_30_tra_m.011197",31.76,85,2e-08,56.6,"phaw_30_tra_m.011197"
"1045","sens","phaw_30_tra_m.011197",42,50,4e-07,52.8,"phaw_30_tra_m.011197"
"1046","sens","phaw_30_tra_m.011197",35.59,59,5e-07,52.4,"phaw_30_tra_m.011197"
"1047","sens","phaw_30_tra_m.011197",40.43,47,1e-06,50.8,"phaw_30_tra_m.011197"
"1048","sens","phaw_30_tra_m.011197",30,60,0.002,40.8,"phaw_30_tra_m.011197"
"1049","sens","phaw_30_tra_m.013546",34.26,108,2e-10,60.5,"phaw_30_tra_m.013546"
"1050","sens","phaw_30_tra_m.013546",28.57,105,5e-05,44.3,"phaw_30_tra_m.013546"
"1051","sens","phaw_30_tra_m.005307",33.98,103,2e-10,59.3,"phaw_30_tra_m.005307"
"1052","sens","phaw_30_tra_m.005307",40.79,76,4e-09,55.5,"phaw_30_tra_m.005307"
"1053","sens","phaw_30_tra_m.005307",35.09,57,0.34,31.2,"phaw_30_tra_m.005307"
"1054","sens","phaw_30_tra_m.010168",35.77,123,2e-10,60.8,"phaw_30_tra_m.010168"
"1055","sens","phaw_30_tra_m.010168",33.9,118,2e-09,57.8,"phaw_30_tra_m.010168"
"1056","sens","phaw_30_tra_m.010168",32.28,127,3e-09,57.4,"phaw_30_tra_m.010168"
"1057","sens","phaw_30_tra_m.010168",33.33,123,5e-08,53.5,"phaw_30_tra_m.010168"
"1058","sens","phaw_30_aug_m.027697",35.51,107,2e-10,60.1,"phaw_30_aug_m.027697"
"1059","sens","phaw_30_aug_m.027697",40,85,2e-10,59.7,"phaw_30_aug_m.027697"
"1060","sens","phaw_30_tra_m.020558",36.04,111,2e-10,60.1,"phaw_30_tra_m.020558"
"1061","sens","phaw_30_tra_m.020558",28.81,118,1e-07,51.6,"phaw_30_tra_m.020558"
"1062","sens","phaw_30_tra_m.020558",31.52,92,1e-06,48.1,"phaw_30_tra_m.020558"
"1063","sens","phaw_30_tra_m.020558",34.78,69,3e-04,41.2,"phaw_30_tra_m.020558"
"1064","sens","phaw_30_tra_m.020558",33.33,54,2.9,29.6,"phaw_30_tra_m.020558"
"1065","sens","phaw_30_tra_m.015339",34.33,134,2e-10,63.2,"phaw_30_tra_m.015339"
"1066","sens","phaw_30_tra_m.015339",28.93,121,1e-05,47.8,"phaw_30_tra_m.015339"
"1067","sens","phaw_30_tra_m.015339",27.18,103,0.11,35,"phaw_30_tra_m.015339"
"1068","sens","phaw_30_tra_m.015339",23.21,168,0.43,33.1,"phaw_30_tra_m.015339"
"1069","sens","phaw_30_tra_m.022083",32.43,111,2e-10,63.5,"phaw_30_tra_m.022083"
"1070","sens","phaw_30_tra_m.022083",26.21,103,0.97,32.3,"phaw_30_tra_m.022083"
"1071","sens","phaw_30_tra_m.022083",36.36,44,2.2,31.2,"phaw_30_tra_m.022083"
"1072","sens","phaw_30_tra_m.007417",50,50,2e-10,63.5,"phaw_30_tra_m.007417"
"1073","sens","phaw_30_tra_m.007417",40.35,57,2e-07,53.9,"phaw_30_tra_m.007417"
"1074","sens","phaw_30_tra_m.007417",36.84,57,4e-07,52.8,"phaw_30_tra_m.007417"
"1075","sens","phaw_30_tra_m.015353",41.03,78,2e-10,62.4,"phaw_30_tra_m.015353"
"1076","sens","phaw_30_tra_m.015353",32.91,79,4e-07,52.4,"phaw_30_tra_m.015353"
"1077","sens","phaw_30_tra_m.015353",27.66,47,5.4,29.6,"phaw_30_tra_m.015353"
"1078","sens","phaw_30_tra_m.021310",36.25,80,3e-10,60.5,"phaw_30_tra_m.021310"
"1079","sens","phaw_30_tra_m.021310",37.5,72,8e-08,53.1,"phaw_30_tra_m.021310"
"1080","sens","phaw_30_tra_m.021736",33.93,112,3e-10,58.9,"phaw_30_tra_m.021736"
"1081","sens","phaw_30_tra_m.021736",27.06,85,0.031,34.7,"phaw_30_tra_m.021736"
"1082","sens","phaw_30_tra_m.021736",28.07,57,2.9,29.3,"phaw_30_tra_m.021736"
"1083","sens","phaw_30_tra_m.015498",35.14,111,3e-10,60.1,"phaw_30_tra_m.015498"
"1084","sens","phaw_30_tra_m.015498",34.68,124,1e-09,58.2,"phaw_30_tra_m.015498"
"1085","sens","phaw_30_tra_m.015498",34.95,103,4e-09,56.6,"phaw_30_tra_m.015498"
"1086","sens","phaw_30_tra_m.021905",35.64,101,3e-10,59.3,"phaw_30_tra_m.021905"
"1087","sens","phaw_30_tra_m.021905",35.48,93,9e-08,52,"phaw_30_tra_m.021905"
"1088","sens","phaw_30_tra_m.007361",37.8,82,3e-10,62.8,"phaw_30_tra_m.007361"
"1089","sens","phaw_30_tra_m.007361",29.9,97,1e-09,60.8,"phaw_30_tra_m.007361"
"1090","sens","phaw_30_tra_m.007361",28.79,132,2e-08,57,"phaw_30_tra_m.007361"
"1091","sens","phaw_30_tra_m.007361",38.18,55,0.048,36.2,"phaw_30_tra_m.007361"
"1092","sens","phaw_30_tra_m.018876",34.75,118,3e-10,62.8,"phaw_30_tra_m.018876"
"1093","sens","phaw_30_tra_m.018876",36.21,116,2e-08,57,"phaw_30_tra_m.018876"
"1094","sens","phaw_30_tra_m.018876",29.91,117,8e-07,52,"phaw_30_tra_m.018876"
"1095","sens","phaw_30_tra_m.018876",30.4,125,4e-06,49.3,"phaw_30_tra_m.018876"
"1096","sens","phaw_30_tra_m.018876",29.03,124,3e-05,46.6,"phaw_30_tra_m.018876"
"1097","sens","phaw_30_tra_m.018876",30.7,114,3e-04,43.5,"phaw_30_tra_m.018876"
"1098","sens","phaw_30_tra_m.018876",29.01,131,5e-04,42.7,"phaw_30_tra_m.018876"
"1099","sens","phaw_30_tra_m.018876",27.54,138,0.001,41.6,"phaw_30_tra_m.018876"
"1100","sens","phaw_30_tra_m.018876",27.83,115,0.003,40.4,"phaw_30_tra_m.018876"
"1101","sens","phaw_30_tra_m.018876",30.39,102,0.71,32.3,"phaw_30_tra_m.018876"
"1102","sens","phaw_30_tra_m.020492",32.95,88,4e-10,58.5,"phaw_30_tra_m.020492"
"1103","sens","phaw_30_tra_m.020492",35.94,64,1e-04,42,"phaw_30_tra_m.020492"
"1104","sens","phaw_30_tra_m.020492",32.26,93,2e-04,40.8,"phaw_30_tra_m.020492"
"1105","sens","phaw_30_tra_m.020492",39.47,38,0.15,32.3,"phaw_30_tra_m.020492"
"1106","sens","phaw_30_tra_m.009827",35.14,111,4e-10,58.9,"phaw_30_tra_m.009827"
"1107","sens","phaw_30_tra_m.009827",36.9,84,8e-07,48.9,"phaw_30_tra_m.009827"
"1108","sens","phaw_30_tra_m.009827",40.32,62,0.003,38.1,"phaw_30_tra_m.009827"
"1109","sens","phaw_30_tra_m.022923",38.36,73,4e-10,59.3,"phaw_30_tra_m.022923"
"1110","sens","phaw_30_tra_m.022923",31.65,79,2e-07,50.8,"phaw_30_tra_m.022923"
"1111","sens","phaw_30_tra_m.022923",29.63,54,0.27,32.7,"phaw_30_tra_m.022923"
"1112","sens","phaw_30_tra_m.022923",29.79,47,0.34,32.3,"phaw_30_tra_m.022923"
"1113","sens","phaw_30_tra_m.003887",36.71,79,4e-10,62,"phaw_30_tra_m.003887"
"1114","sens","phaw_30_tra_m.003887",29.63,108,3e-08,56.2,"phaw_30_tra_m.003887"
"1115","sens","phaw_30_tra_m.003887",32.73,55,0.006,39.3,"phaw_30_tra_m.003887"
"1116","sens","phaw_30_tra_m.003887",32.76,58,0.014,37.7,"phaw_30_tra_m.003887"
"1117","sens","phaw_30_tra_m.018363",28.83,163,4e-10,62,"phaw_30_tra_m.018363"
"1118","sens","phaw_30_tra_m.021381",36.84,76,4e-10,58.9,"phaw_30_tra_m.021381"
"1119","sens","phaw_30_tra_m.021381",34.12,85,1e-09,57.8,"phaw_30_tra_m.021381"
"1120","sens","phaw_30_tra_m.021381",32.08,53,0.008,37,"phaw_30_tra_m.021381"
"1121","sens","phaw_30_tra_m.002710",31.3,115,4e-10,58.9,"phaw_30_tra_m.002710"
"1122","sens","phaw_30_tra_m.002710",35.64,101,1e-09,57.4,"phaw_30_tra_m.002710"
"1123","sens","phaw_30_tra_m.002710",32.76,116,4e-09,55.8,"phaw_30_tra_m.002710"
"1124","sens","phaw_30_tra_m.023381",29.82,114,5e-10,62,"phaw_30_tra_m.023381"
"1125","sens","phaw_30_tra_m.023381",32.48,117,6e-10,62,"phaw_30_tra_m.023381"
"1126","sens","phaw_30_tra_m.023381",29.84,124,1e-09,61.2,"phaw_30_tra_m.023381"
"1127","sens","phaw_30_tra_m.023381",28.35,127,2e-08,56.6,"phaw_30_tra_m.023381"
"1128","sens","phaw_30_tra_m.023381",34.17,120,1e-07,54.7,"phaw_30_tra_m.023381"
"1129","sens","phaw_30_tra_m.023381",28.07,114,8e-06,48.5,"phaw_30_tra_m.023381"
"1130","sens","phaw_30_tra_m.023381",27.52,109,1e-05,48.1,"phaw_30_tra_m.023381"
"1131","sens","phaw_30_tra_m.023381",28.32,113,2e-04,44.3,"phaw_30_tra_m.023381"
"1132","sens","phaw_30_tra_m.005365",33.04,112,5e-10,59.3,"phaw_30_tra_m.005365"
"1133","sens","phaw_30_tra_m.011157",32.14,112,5e-10,62.4,"phaw_30_tra_m.011157"
"1134","sens","phaw_30_tra_m.011157",43.1,58,8e-10,61.6,"phaw_30_tra_m.011157"
"1135","sens","phaw_30_tra_m.011157",31.17,77,5e-06,49.3,"phaw_30_tra_m.011157"
"1136","sens","phaw_30_tra_m.011157",30.36,56,0.003,40.4,"phaw_30_tra_m.011157"
"1137","sens","phaw_30_tra_m.011157",25.58,43,9.1,28.9,"phaw_30_tra_m.011157"
"1138","sens","phaw_30_tra_m.021040",35.64,101,5e-10,58.2,"phaw_30_tra_m.021040"
"1139","sens","phaw_30_tra_m.021040",34.12,85,3e-07,49.7,"phaw_30_tra_m.021040"
"1140","sens","phaw_30_tra_m.021040",32.89,76,7e-06,45.4,"phaw_30_tra_m.021040"
"1141","sens","phaw_30_tra_m.021040",31.03,58,1.1,29.6,"phaw_30_tra_m.021040"
"1142","sens","phaw_30_tra_m.008785",33.33,111,5e-10,58.9,"phaw_30_tra_m.008785"
"1143","sens","phaw_30_tra_m.012056",49.06,53,5e-10,58.5,"phaw_30_tra_m.012056"
"1144","sens","phaw_30_tra_m.012056",36.84,57,1e-05,45.1,"phaw_30_tra_m.012056"
"1145","sens","phaw_30_tra_m.012056",31.25,64,2e-05,44.3,"phaw_30_tra_m.012056"
"1146","sens","phaw_30_tra_m.024887",49.09,55,6e-10,58.2,"phaw_30_tra_m.024887"
"1147","sens","phaw_30_tra_m.024887",40.38,52,1e-07,50.8,"phaw_30_tra_m.024887"
"1148","sens","phaw_30_tra_m.024887",31.15,61,3e-04,40.4,"phaw_30_tra_m.024887"
"1149","sens","phaw_30_tra_m.022586",26.53,147,6e-10,58.5,"phaw_30_tra_m.022586"
"1150","sens","phaw_30_tra_m.022586",30.39,102,7e-09,55.1,"phaw_30_tra_m.022586"
"1151","sens","phaw_30_tra_m.022586",26.32,114,1e-05,45.4,"phaw_30_tra_m.022586"
"1152","sens","phaw_30_tra_m.022586",29.51,61,0.039,35.4,"phaw_30_tra_m.022586"
"1153","sens","phaw_30_tra_m.014249",34.48,87,6e-10,61.6,"phaw_30_tra_m.014249"
"1154","sens","phaw_30_tra_m.014249",32.91,79,6e-09,58.5,"phaw_30_tra_m.014249"
"1155","sens","phaw_30_tra_m.017618",31.67,120,6e-10,60.8,"phaw_30_tra_m.017618"
"1156","sens","phaw_30_tra_m.017618",30,90,2e-06,50.1,"phaw_30_tra_m.017618"
"1157","sens","phaw_30_tra_m.017618",39.13,46,0.53,32.7,"phaw_30_tra_m.017618"
"1158","sens","phaw_30_tra_m.015522",33.04,115,6e-10,60.5,"phaw_30_tra_m.015522"
"1159","sens","phaw_30_tra_m.015522",32.76,116,2e-09,59.3,"phaw_30_tra_m.015522"
"1160","sens","phaw_30_tra_m.015522",34.23,111,2e-09,58.9,"phaw_30_tra_m.015522"
"1161","sens","phaw_30_tra_m.004840",33.9,118,7e-10,61.2,"phaw_30_tra_m.004840"
"1162","sens","phaw_30_tra_m.004840",33.64,110,8e-09,57.8,"phaw_30_tra_m.004840"
"1163","sens","phaw_30_tra_m.004840",28.97,107,3e-04,43.1,"phaw_30_tra_m.004840"
"1164","sens","phaw_30_tra_m.004840",33.33,87,0.003,40,"phaw_30_tra_m.004840"
"1165","sens","phaw_30_tra_m.010918",51.02,49,7e-10,58.5,"phaw_30_tra_m.010918"
"1166","sens","phaw_30_tra_m.010918",30.43,46,0.004,38.5,"phaw_30_tra_m.010918"
"1167","sens","phaw_30_tra_m.010918",32.76,58,0.005,38.1,"phaw_30_tra_m.010918"
"1168","sens","phaw_30_tra_m.007179",33.33,126,7e-10,58.5,"phaw_30_tra_m.007179"
"1169","sens","phaw_30_tra_m.013573",31.97,122,7e-10,60.8,"phaw_30_tra_m.013573"
"1170","sens","phaw_30_tra_m.013573",34.51,113,4e-09,58.5,"phaw_30_tra_m.013573"
"1171","sens","phaw_30_tra_m.013573",30.23,129,2e-08,56.6,"phaw_30_tra_m.013573"
"1172","sens","phaw_30_tra_m.013573",35.59,118,3e-08,55.8,"phaw_30_tra_m.013573"
"1173","sens","phaw_30_tra_m.013573",33.9,118,1e-07,53.9,"phaw_30_tra_m.013573"
"1174","sens","phaw_30_tra_m.013573",32.77,119,3e-07,52.8,"phaw_30_tra_m.013573"
"1175","sens","phaw_30_tra_m.013573",34.29,105,5e-06,48.5,"phaw_30_tra_m.013573"
"1176","sens","phaw_30_tra_m.003868",35.78,109,7e-10,57.8,"phaw_30_tra_m.003868"
"1177","sens","phaw_30_tra_m.003868",32.18,87,1e-04,42,"phaw_30_tra_m.003868"
"1178","sens","phaw_30_tra_m.003868",26.76,71,0.82,30.4,"phaw_30_tra_m.003868"
"1179","sens","phaw_30_tra_m.011784",33.33,111,8e-10,61.2,"phaw_30_tra_m.011784"
"1180","sens","phaw_30_tra_m.011784",27.07,133,3e-08,56.6,"phaw_30_tra_m.011784"
"1181","sens","phaw_30_tra_m.011784",29.37,126,1e-07,54.3,"phaw_30_tra_m.011784"
"1182","sens","phaw_30_tra_m.001709",31.9,116,8e-10,58.2,"phaw_30_tra_m.001709"
"1183","sens","phaw_30_tra_m.001709",31.13,106,1e-06,48.1,"phaw_30_tra_m.001709"
"1184","sens","phaw_30_tra_m.001709",29.27,82,2e-05,44.7,"phaw_30_tra_m.001709"
"1185","sens","phaw_30_tra_m.001709",39.53,43,0.27,32.3,"phaw_30_tra_m.001709"
"1186","sens","phaw_30_tra_m.000372",44.23,52,8e-10,58.5,"phaw_30_tra_m.000372"
"1187","sens","phaw_30_tra_m.000372",37.1,62,1e-06,48.9,"phaw_30_tra_m.000372"
"1188","sens","phaw_30_tra_m.000372",32.65,49,0.001,40,"phaw_30_tra_m.000372"
"1189","sens","phaw_30_tra_m.000372",42.11,38,0.091,34.3,"phaw_30_tra_m.000372"
"1190","sens","phaw_30_tra_m.008007",32.43,111,9e-10,59.7,"phaw_30_tra_m.008007"
"1191","sens","phaw_30_tra_m.008007",29.06,117,2e-04,43.1,"phaw_30_tra_m.008007"
"1192","sens","phaw_30_tra_m.008007",26.8,153,3e-04,42.4,"phaw_30_tra_m.008007"
"1193","sens","phaw_30_tra_m.008798",36.14,83,9e-10,58.2,"phaw_30_tra_m.008798"
"1194","sens","phaw_30_tra_m.008798",29.31,58,0.21,33.1,"phaw_30_tra_m.008798"
"1195","sens","phaw_30_tra_m.022013",38.39,112,1e-09,60.5,"phaw_30_tra_m.022013"
"1196","sens","phaw_30_tra_m.022013",29.51,122,2e-06,50.4,"phaw_30_tra_m.022013"
"1197","sens","phaw_30_tra_m.022013",28.7,115,1e-04,44.3,"phaw_30_tra_m.022013"
"1198","sens","phaw_30_tra_m.008722",36.44,118,1e-09,60.5,"phaw_30_tra_m.008722"
"1199","sens","phaw_30_tra_m.008722",30.77,117,5e-08,55.1,"phaw_30_tra_m.008722"
"1200","sens","phaw_30_tra_m.021066",32.73,110,1e-09,57.4,"phaw_30_tra_m.021066"
"1201","sens","phaw_30_tra_m.021066",28.75,80,0.029,35,"phaw_30_tra_m.021066"
"1202","sens","phaw_30_tra_m.003719",37.5,96,1e-09,57,"phaw_30_tra_m.003719"
"1203","sens","phaw_30_tra_m.013711",33.9,118,1e-09,60.1,"phaw_30_tra_m.013711"
"1204","sens","phaw_30_tra_m.013711",33.04,115,6e-07,51.6,"phaw_30_tra_m.013711"
"1205","sens","phaw_30_tra_m.013711",29.67,91,0.083,35,"phaw_30_tra_m.013711"
"1206","sens","phaw_30_tra_m.026069",44.44,54,1e-09,57.8,"phaw_30_tra_m.026069"
"1207","sens","phaw_30_tra_m.026069",40.74,54,2e-07,51.2,"phaw_30_tra_m.026069"
"1208","sens","phaw_30_tra_m.026069",31.25,80,1e-06,49.3,"phaw_30_tra_m.026069"
"1209","sens","phaw_30_tra_m.012489",41.67,60,1e-09,57.8,"phaw_30_tra_m.012489"
"1210","sens","phaw_30_tra_m.012489",35.9,78,2e-09,57.4,"phaw_30_tra_m.012489"
"1211","sens","phaw_30_tra_m.012489",39.22,51,4e-07,50.1,"phaw_30_tra_m.012489"
"1212","sens","phaw_30_tra_m.012489",34.15,41,1.8,30.4,"phaw_30_tra_m.012489"
"1213","sens","phaw_30_tra_m.022730",47.17,53,1e-09,60.1,"phaw_30_tra_m.022730"
"1214","sens","phaw_30_tra_m.022730",41.56,77,9e-08,54.3,"phaw_30_tra_m.022730"
"1215","sens","phaw_30_tra_m.022730",36.73,49,2e-05,47,"phaw_30_tra_m.022730"
"1216","sens","phaw_30_tra_m.019676",33.33,114,1e-09,60.5,"phaw_30_tra_m.019676"
"1217","sens","phaw_30_tra_m.019676",27.14,140,5e-07,52,"phaw_30_tra_m.019676"
"1218","sens","phaw_30_tra_m.019676",30.25,119,3e-05,46.6,"phaw_30_tra_m.019676"
"1219","sens","phaw_30_tra_m.019676",30.36,112,0.003,40,"phaw_30_tra_m.019676"
"1220","sens","phaw_30_tra_m.019676",30,120,0.014,37.7,"phaw_30_tra_m.019676"
"1221","sens","phaw_30_tra_m.003595",46.15,52,1e-09,58.5,"phaw_30_tra_m.003595"
"1222","sens","phaw_30_tra_m.003595",33.33,63,3e-05,45.4,"phaw_30_tra_m.003595"
"1223","sens","phaw_30_tra_m.003595",36.54,52,7e-05,44.3,"phaw_30_tra_m.003595"
"1224","sens","phaw_30_tra_m.012909",34.48,116,1e-09,58.9,"phaw_30_tra_m.012909"
"1225","sens","phaw_30_tra_m.012909",32.61,92,2e-05,46.6,"phaw_30_tra_m.012909"
"1226","sens","phaw_30_tra_m.012909",28.32,113,4e-04,42,"phaw_30_tra_m.012909"
"1227","sens","phaw_30_tra_m.012909",33.9,59,2,30.4,"phaw_30_tra_m.012909"
"1228","sens","phaw_30_tra_m.005157",32.56,129,2e-09,59.7,"phaw_30_tra_m.005157"
"1229","sens","phaw_30_tra_m.005157",30.69,101,4e-04,42.4,"phaw_30_tra_m.005157"
"1230","sens","phaw_30_tra_m.017543",33.33,111,2e-09,58.2,"phaw_30_tra_m.017543"
"1231","sens","phaw_30_tra_m.017543",32.23,121,8e-06,47,"phaw_30_tra_m.017543"
"1232","sens","phaw_30_tra_m.017543",31.9,116,3e-04,42.4,"phaw_30_tra_m.017543"
"1233","sens","phaw_30_tra_m.023706",35,80,2e-09,60.5,"phaw_30_tra_m.023706"
"1234","sens","phaw_30_tra_m.023706",31.82,88,1e-08,57.8,"phaw_30_tra_m.023706"
"1235","sens","phaw_30_tra_u.020924",43.4,53,2e-09,60.1,"phaw_30_tra_u.020924"
"1236","sens","phaw_30_tra_u.020924",32.1,81,5e-09,58.9,"phaw_30_tra_u.020924"
"1237","sens","phaw_30_tra_u.020924",40.74,54,7e-09,58.2,"phaw_30_tra_u.020924"
"1238","sens","phaw_30_tra_u.020924",36.84,57,1e-06,51.2,"phaw_30_tra_u.020924"
"1239","sens","phaw_30_tra_u.020924",26.85,108,2e-06,50.4,"phaw_30_tra_u.020924"
"1240","sens","phaw_30_tra_u.020924",32.26,124,2e-05,47,"phaw_30_tra_u.020924"
"1241","sens","phaw_30_tra_u.020924",36.17,47,0.36,33.5,"phaw_30_tra_u.020924"
"1242","sens","phaw_30_tra_u.020924",40.74,27,2.5,30.8,"phaw_30_tra_u.020924"
"1243","sens","phaw_30_tra_m.014543",31.25,80,2e-09,60.1,"phaw_30_tra_m.014543"
"1244","sens","phaw_30_tra_m.014543",26.8,97,4e-08,55.8,"phaw_30_tra_m.014543"
"1245","sens","phaw_30_tra_m.014543",30,80,9e-08,54.7,"phaw_30_tra_m.014543"
"1246","sens","phaw_30_tra_m.014543",29.87,77,2e-07,53.9,"phaw_30_tra_m.014543"
"1247","sens","phaw_30_tra_m.014543",29.41,34,3.4,30.4,"phaw_30_tra_m.014543"
"1248","sens","phaw_30_tra_m.016035",33.05,118,2e-09,57,"phaw_30_tra_m.016035"
"1249","sens","phaw_30_tra_m.016035",27.38,84,0.12,33.5,"phaw_30_tra_m.016035"
"1250","sens","phaw_30_tra_m.020266",35.78,109,2e-09,59.7,"phaw_30_tra_m.020266"
"1251","sens","phaw_30_tra_m.020266",25.53,141,3e-08,55.5,"phaw_30_tra_m.020266"
"1252","sens","phaw_30_tra_m.020266",29.07,86,2e-04,43.5,"phaw_30_tra_m.020266"
"1253","sens","phaw_30_tra_m.020266",33.33,66,7e-04,42,"phaw_30_tra_m.020266"
"1254","sens","phaw_30_tra_m.017189",29.6,125,2e-09,59.7,"phaw_30_tra_m.017189"
"1255","sens","phaw_30_tra_m.017189",35.06,77,3e-09,58.9,"phaw_30_tra_m.017189"
"1256","sens","phaw_30_tra_m.017189",33.33,54,2e-04,43.5,"phaw_30_tra_m.017189"
"1257","sens","phaw_30_tra_m.017189",24.37,119,0.001,41.2,"phaw_30_tra_m.017189"
"1258","sens","phaw_30_tra_m.005565",34.31,137,2e-09,57,"phaw_30_tra_m.005565"
"1259","sens","phaw_30_tra_m.005565",37.25,51,0.71,31.6,"phaw_30_tra_m.005565"
"1260","sens","phaw_30_tra_m.017454",30.63,111,2e-09,57,"phaw_30_tra_m.017454"
"1261","sens","phaw_30_tra_m.017454",32.73,110,5e-08,52.8,"phaw_30_tra_m.017454"
"1262","sens","phaw_30_tra_m.023215",33.61,122,2e-09,59.7,"phaw_30_tra_m.023215"
"1263","sens","phaw_30_tra_m.023215",33.04,115,4e-08,55.8,"phaw_30_tra_m.023215"
"1264","sens","phaw_30_tra_m.023215",34.23,111,9e-08,54.3,"phaw_30_tra_m.023215"
"1265","sens","phaw_30_tra_m.023215",29.66,145,4e-07,52.4,"phaw_30_tra_m.023215"
"1266","sens","phaw_30_tra_m.023215",30,60,0.19,34.3,"phaw_30_tra_m.023215"
"1267","sens","phaw_30_tra_m.024481",32.76,116,2e-09,57.4,"phaw_30_tra_m.024481"
"1268","sens","phaw_30_tra_m.024481",31.13,106,3e-04,42,"phaw_30_tra_m.024481"
"1269","sens","phaw_30_tra_m.024481",30.77,65,0.36,32.7,"phaw_30_tra_m.024481"
"1270","sens","phaw_30_tra_m.024481",38.1,42,3.1,29.6,"phaw_30_tra_m.024481"
"1271","sens","phaw_30_tra_m.024481",28.95,76,8.7,28.5,"phaw_30_tra_m.024481"
"1272","sens","phaw_30_tra_m.018732",33.33,120,2e-09,59.7,"phaw_30_tra_m.018732"
"1273","sens","phaw_30_tra_m.018732",30.7,114,1e-07,54.3,"phaw_30_tra_m.018732"
"1274","sens","phaw_30_tra_m.018732",30.25,119,2e-07,53.9,"phaw_30_tra_m.018732"
"1275","sens","phaw_30_tra_m.018732",27.43,113,7e-06,48.5,"phaw_30_tra_m.018732"
"1276","sens","phaw_30_tra_m.018732",29.03,124,2e-05,47.4,"phaw_30_tra_m.018732"
"1277","sens","phaw_30_tra_m.018732",25.21,119,0.003,40,"phaw_30_tra_m.018732"
"1278","sens","phaw_30_tra_m.018721",41.94,62,2e-09,57.4,"phaw_30_tra_m.018721"
"1279","sens","phaw_30_tra_m.018721",40,55,1e-06,49.7,"phaw_30_tra_m.018721"
"1280","sens","phaw_30_tra_m.018721",25.53,47,4.5,29.3,"phaw_30_tra_m.018721"
"1281","sens","phaw_30_tra_u.010543",26.49,151,2e-09,58.9,"phaw_30_tra_u.010543"
"1282","sens","phaw_30_tra_u.010543",30,110,4e-08,55.5,"phaw_30_tra_u.010543"
"1283","sens","phaw_30_tra_m.020557",35.14,111,2e-09,57.8,"phaw_30_tra_m.020557"
"1284","sens","phaw_30_tra_m.020557",29.73,111,7e-09,56.2,"phaw_30_tra_m.020557"
"1285","sens","phaw_30_tra_m.020557",30.3,66,1.1,31.2,"phaw_30_tra_m.020557"
"1286","sens","phaw_30_tra_m.020557",31.67,60,1.4,30.8,"phaw_30_tra_m.020557"
"1287","sens","phaw_30_tra_m.020557",26.56,64,2.8,30,"phaw_30_tra_m.020557"
"1288","sens","phaw_30_tra_m.013947",31.4,121,2e-09,56.6,"phaw_30_tra_m.013947"
"1289","sens","phaw_30_tra_m.013947",37.21,86,8e-08,52,"phaw_30_tra_m.013947"
"1290","sens","phaw_30_tra_m.013947",43.86,57,1e-06,48.1,"phaw_30_tra_m.013947"
"1291","sens","phaw_30_tra_m.017327",32.79,122,2e-09,57,"phaw_30_tra_m.017327"
"1292","sens","phaw_30_tra_m.017327",30.97,113,4e-06,47.4,"phaw_30_tra_m.017327"
"1293","sens","phaw_30_tra_m.022145",34.51,113,3e-09,56.2,"phaw_30_tra_m.022145"
"1294","sens","phaw_30_tra_m.022145",30.3,99,2e-04,41.2,"phaw_30_tra_m.022145"
"1295","sens","phaw_30_tra_m.022145",28.83,111,7e-04,39.7,"phaw_30_tra_m.022145"
"1296","sens","phaw_30_tra_m.000689",35.4,113,3e-09,59.3,"phaw_30_tra_m.000689"
"1297","sens","phaw_30_tra_m.000689",32.03,128,8e-08,54.7,"phaw_30_tra_m.000689"
"1298","sens","phaw_30_tra_m.000689",26.32,114,4e-04,42.7,"phaw_30_tra_m.000689"
"1299","sens","phaw_30_tra_m.000689",29.66,118,5e-04,42.7,"phaw_30_tra_m.000689"
"1300","sens","phaw_30_tra_m.000689",25.89,112,0.049,36.2,"phaw_30_tra_m.000689"
"1301","sens","phaw_30_tra_m.000689",30.3,66,5.8,29.3,"phaw_30_tra_m.000689"
"1302","sens","phaw_30_tra_m.009573",40.86,93,3e-09,55.5,"phaw_30_tra_m.009573"
"1303","sens","phaw_30_tra_m.009573",33.33,66,0.022,34.7,"phaw_30_tra_m.009573"
