"","Query","Target","Percent_ID","Ali_len","E_val","bitscore","Hit_name_long"
"130","AAA59197.1_phaw_30_tra_m.006383","gi|939746223|gb|JAI74214.1|",37.74,53,0.11,38.1,"gi|939746223|gb|JAI74214.1| Cyclic AMP-dependent transcription factor ATF-3, putative, partial [Daphnia_magna]"
"131","AAA59197.1_phaw_30_tra_m.006383","gi|212288001|gb|ABI34226.3|",37.5,64,0.11,38.1,"gi|212288001|gb|ABI34226.3| RT01111p, partial [Drosophila melanogaster]"
"132","AAA59197.1_phaw_30_tra_m.006383","gi|212287995|gb|ABI34195.3|",37.5,64,0.11,38.1,"gi|212287995|gb|ABI34195.3| RT01011p, partial [Drosophila melanogaster]"
"133","AAA59197.1_phaw_30_tra_m.006383","gi|939834244|gb|JAJ17518.1|",37.74,53,0.11,38.1,"gi|939834244|gb|JAJ17518.1| Cyclic AMP-dependent transcription factor ATF-3, partial [Daphnia_magna]"
"134","AAA59197.1_phaw_30_tra_m.006383","gi|942382749|gb|JAN73304.1|",37.74,53,0.11,38.1,"gi|942382749|gb|JAN73304.1| Cyclic AMP-dependent transcription factor ATF-3 [Daphnia magna]"
"135","AAA59197.1_phaw_30_tra_m.006383","gi|939762525|gb|JAI82361.1|",37.74,53,0.11,38.1,"gi|939762525|gb|JAI82361.1| Cyclic AMP-dependent transcription factor ATF-3, partial [Daphnia_magna]"
"136","AAA59197.1_phaw_30_tra_m.006383","gi|51701362|sp|Q9VWW0.1|CREBB_DROME",37.5,64,0.12,38.1,"gi|51701362|sp|Q9VWW0.1|CREBB_DROME RecName: Full=Cyclic AMP response element-binding protein B; Short=cAMP response element-binding protein B; Short=dCREB-B"
"137","AAA59197.1_phaw_30_tra_m.006383","gi|942182588|gb|JAN00873.1|",40,55,0.12,37.7,"gi|942182588|gb|JAN00873.1| X-box binding protein [Daphnia magna]"
"138","AAA59197.1_phaw_30_tra_m.006383","gi|941110253|gb|JAK95553.1|",37.74,53,0.13,37.7,"gi|941110253|gb|JAK95553.1| Cyclic AMP-dependent transcription factor ATF-3, partial [Daphnia magna]"
"139","AAA59197.1_phaw_30_tra_m.006383","gi|940929326|gb|JAK23024.1|",37.74,53,0.14,37.7,"gi|940929326|gb|JAK23024.1| putative Cyclic AMP-dependent transcription factor ATF-3, partial [Daphnia magna]"
"140","AAA59197.1_phaw_30_tra_m.006383","gi|158287041|ref|XP_309092.4|",33.87,62,0.14,38.1,"gi|158287041|ref|XP_309092.4| AGAP005300-PB [Anopheles gambiae str. PEST]"
"141","AAA59197.1_phaw_30_tra_m.006383","gi|157019824|gb|EAA04794.5|",33.87,62,0.14,38.1,"gi|157019824|gb|EAA04794.5| AGAP005300-PB [Anopheles gambiae str. PEST]"
"142","AAA59197.1_phaw_30_tra_m.006383","gi|665392212|ref|NP_001097016.2|",37.5,64,0.14,37.7,"gi|665392212|ref|NP_001097016.2| Cyclic-AMP response element binding protein B, isoform P [Drosophila melanogaster]"
"143","AAA59197.1_phaw_30_tra_m.006383","gi|599138144|gb|ABW09445.2|",37.5,64,0.14,37.7,"gi|599138144|gb|ABW09445.2| Cyclic-AMP response element binding protein B, isoform P [Drosophila melanogaster]"
"144","AAA59197.1_phaw_30_tra_m.006383","gi|442616832|ref|NP_001259678.1|",37.5,64,0.14,37.7,"gi|442616832|ref|NP_001259678.1| Cyclic-AMP response element binding protein B, isoform O [Drosophila melanogaster]"
"145","AAA59197.1_phaw_30_tra_m.006383","gi|440216910|gb|AGB95520.1|",37.5,64,0.14,37.7,"gi|440216910|gb|AGB95520.1| Cyclic-AMP response element binding protein B, isoform O [Drosophila melanogaster]"
"146","AAA59197.1_phaw_30_tra_m.006383","gi|161077930|ref|NP_001097018.1|",37.5,64,0.14,37.7,"gi|161077930|ref|NP_001097018.1| Cyclic-AMP response element binding protein B, isoform J [Drosophila melanogaster]"
"147","AAA59197.1_phaw_30_tra_m.006383","gi|158031862|gb|ABW09447.1|",37.5,64,0.14,37.7,"gi|158031862|gb|ABW09447.1| Cyclic-AMP response element binding protein B, isoform J [Drosophila melanogaster]"
"148","AAA59197.1_phaw_30_tra_m.006383","gi|321466764|gb|EFX77758.1|",26.36,110,0.14,37.4,"gi|321466764|gb|EFX77758.1| hypothetical protein DAPPUDRAFT_321111 [Daphnia pulex]"
"149","AAA59197.1_phaw_30_tra_m.006383","gi|158287043|ref|XP_001688165.1|",33.87,62,0.16,38.1,"gi|158287043|ref|XP_001688165.1| AGAP005300-PA [Anopheles gambiae str. PEST]"
"150","AAA59197.1_phaw_30_tra_m.006383","gi|157019825|gb|EDO64492.1|",33.87,62,0.16,38.1,"gi|157019825|gb|EDO64492.1| AGAP005300-PA [Anopheles gambiae str. PEST]"
"151","AAA59197.1_phaw_30_tra_m.006383","gi|115646525|gb|ABI34194.2|",37.5,64,0.17,37.4,"gi|115646525|gb|ABI34194.2| RT01009p [Drosophila melanogaster]"
"152","AAA59197.1_phaw_30_tra_m.006383","gi|45555938|ref|NP_996504.1|",37.5,64,0.17,37.4,"gi|45555938|ref|NP_996504.1| Cyclic-AMP response element binding protein B, isoform F [Drosophila melanogaster]"
"153","AAA59197.1_phaw_30_tra_m.006383","gi|45447051|gb|AAN09464.2|",37.5,64,0.17,37.4,"gi|45447051|gb|AAN09464.2| Cyclic-AMP response element binding protein B, isoform F [Drosophila melanogaster]"
"154","AAA59197.1_phaw_30_tra_m.006383","gi|430806|gb|AAB28337.1|",37.5,64,0.17,37.4,"gi|430806|gb|AAB28337.1| cAMP-regulated enhancer-binding protein [Drosophila melanogaster]"
"155","AAA59197.1_phaw_30_tra_m.006383","gi|158287045|ref|XP_309091.4|",33.87,62,0.18,37.7,"gi|158287045|ref|XP_309091.4| AGAP005300-PC [Anopheles gambiae str. PEST]"
"156","AAA59197.1_phaw_30_tra_m.006383","gi|157019826|gb|EAA04786.4|",33.87,62,0.18,37.7,"gi|157019826|gb|EAA04786.4| AGAP005300-PC [Anopheles gambiae str. PEST]"
"157","AAA59197.1_phaw_30_tra_m.006383","gi|941588600|gb|JAL96938.1|",33.87,62,0.19,37.7,"gi|941588600|gb|JAL96938.1| Segmentation protein capncollar [Daphnia_magna]"
"158","AAA59197.1_phaw_30_tra_m.006383","gi|942412135|gb|JAN87997.1|",37.25,51,0.19,37.4,"gi|942412135|gb|JAN87997.1| X-box binding protein [Daphnia magna]"
"159","AAA59197.1_phaw_30_tra_m.006383","gi|270014798|gb|EFA11246.1|",32.05,78,0.2,37.7,"gi|270014798|gb|EFA11246.1| hypothetical protein TcasGA2_TC010778 [Tribolium castaneum]"
"160","AAA59197.1_phaw_30_tra_m.006383","gi|91092734|ref|XP_973089.1|",32.05,78,0.2,37.7,"gi|91092734|ref|XP_973089.1| PREDICTED: uncharacterized protein LOC661864 [Tribolium castaneum]"
"161","AAA59197.1_phaw_30_tra_m.006383","gi|941829525|gb|JAM71617.1|",37.25,51,0.2,37.4,"gi|941829525|gb|JAM71617.1| X-box binding protein [Daphnia magna]"
"162","AAA59197.1_phaw_30_tra_m.006383","gi|939823474|gb|JAJ12133.1|",33.87,62,0.2,37.7,"gi|939823474|gb|JAJ12133.1| Segmentation protein capncollar [Daphnia_magna]"
"163","AAA59197.1_phaw_30_tra_m.006383","gi|942256428|gb|JAN24500.1|",33.87,62,0.2,37.7,"gi|942256428|gb|JAN24500.1| Segmentation protein capncollar [Daphnia magna]"
"164","AAA59197.1_phaw_30_tra_m.006383","gi|939961630|gb|JAJ72529.1|",33.87,62,0.2,37.7,"gi|939961630|gb|JAJ72529.1| Segmentation protein capncollar [Daphnia magna]"
"165","AAA59197.1_phaw_30_tra_m.006383","gi|939976334|gb|JAJ79881.1|",33.87,62,0.2,37.7,"gi|939976334|gb|JAJ79881.1| Segmentation protein capncollar [Daphnia magna]"
"166","AAA59197.1_phaw_30_tra_m.006383","gi|942241041|gb|JAN17359.1|",33.87,62,0.2,37.7,"gi|942241041|gb|JAN17359.1| Segmentation protein capncollar [Daphnia magna]"
"167","AAA59197.1_phaw_30_tra_m.006383","gi|942418477|gb|JAN91168.1|",33.87,62,0.21,37.7,"gi|942418477|gb|JAN91168.1| Segmentation protein capncollar [Daphnia magna]"
"168","AAA59197.1_phaw_30_tra_m.006383","gi|939821570|gb|JAJ11181.1|",33.87,62,0.21,37.7,"gi|939821570|gb|JAJ11181.1| Segmentation protein capncollar [Daphnia_magna]"
"169","AAA59197.1_phaw_30_tra_m.006383","gi|1022774755|gb|KZS18737.1|",37.25,51,0.21,37.4,"gi|1022774755|gb|KZS18737.1| putative X-box-binding protein [Daphnia magna]"
"170","AAA59197.1_phaw_30_tra_m.006383","gi|939823476|gb|JAJ12134.1|",33.87,62,0.22,37.7,"gi|939823476|gb|JAJ12134.1| Segmentation protein capncollar [Daphnia_magna]"
"171","AAA59197.1_phaw_30_tra_m.006383","gi|941890734|gb|JAM74071.1|",33.87,62,0.23,37.7,"gi|941890734|gb|JAM74071.1| Segmentation protein capncollar [Daphnia magna]"
"172","AAA59197.1_phaw_30_tra_m.006383","gi|941276714|gb|JAL45855.1|",33.87,62,0.23,37.7,"gi|941276714|gb|JAL45855.1| Segmentation protein capncollar [Daphnia magna]"
"173","AAA59197.1_phaw_30_tra_m.006383","gi|940873973|gb|JAJ97049.1|",33.87,62,0.23,37.4,"gi|940873973|gb|JAJ97049.1| Segmentation protein capncollar [Daphnia magna]"
"174","AAA59197.1_phaw_30_tra_m.006383","gi|442614734|ref|NP_001259125.1|",33.33,69,0.25,37.4,"gi|442614734|ref|NP_001259125.1| activating transcription factor 3, isoform B [Drosophila melanogaster]"
"175","AAA59197.1_phaw_30_tra_m.006383","gi|440216302|gb|AGB94971.1|",33.33,69,0.25,37.4,"gi|440216302|gb|AGB94971.1| activating transcription factor 3, isoform B [Drosophila melanogaster]"
"176","AAA59197.1_phaw_30_tra_m.006383","gi|665389075|ref|NP_001284769.1|",33.33,69,0.29,37,"gi|665389075|ref|NP_001284769.1| activating transcription factor 3, isoform C [Drosophila melanogaster]"
"177","AAA59197.1_phaw_30_tra_m.006383","gi|599137414|gb|AHN59240.1|",33.33,69,0.29,37,"gi|599137414|gb|AHN59240.1| activating transcription factor 3, isoform C [Drosophila melanogaster]"
"178","AAA59197.1_phaw_30_tra_m.006383","gi|74949835|sp|Q9XZS8.1|ATF3_DROME",33.33,69,0.29,37,"gi|74949835|sp|Q9XZS8.1|ATF3_DROME RecName: Full=Activating transcription factor 3"
"179","AAA59197.1_phaw_30_tra_m.006383","gi|20428645|ref|NP_620473.1|",33.33,69,0.29,37,"gi|20428645|ref|NP_620473.1| activating transcription factor 3, isoform A [Drosophila melanogaster]"
"180","AAA59197.1_phaw_30_tra_m.006383","gi|7290135|gb|AAF45599.1|",33.33,69,0.29,37,"gi|7290135|gb|AAF45599.1| activating transcription factor 3, isoform A [Drosophila melanogaster]"
"181","AAA59197.1_phaw_30_tra_m.006383","gi|6706164|emb|CAB65887.1|",33.33,69,0.29,37,"gi|6706164|emb|CAB65887.1| EG:33C11.1 [Drosophila melanogaster]"
"182","AAA59197.1_phaw_30_tra_m.006383","gi|941705230|gb|JAM53518.1|",46.34,41,0.29,37,"gi|941705230|gb|JAM53518.1| Cyclic AMP-responsive element-binding protein, partial [Daphnia magna]"
"183","AAA59197.1_phaw_30_tra_m.006383","gi|939800823|gb|JAJ00825.1|",29.11,79,0.49,36.6,"gi|939800823|gb|JAJ00825.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia_magna]"
"184","AAA59197.1_phaw_30_tra_m.006383","gi|939961120|gb|JAJ72274.1|",32.2,59,0.5,36.6,"gi|939961120|gb|JAJ72274.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"185","AAA59197.1_phaw_30_tra_m.006383","gi|941592498|gb|JAL98887.1|",32.2,59,0.54,36.2,"gi|941592498|gb|JAL98887.1| Cyclic AMP-dependent transcription factor ATF-6 alpha, putative [Daphnia_magna]"
"186","AAA59197.1_phaw_30_tra_m.006383","gi|939887082|gb|JAJ43926.1|",29.11,79,0.55,36.2,"gi|939887082|gb|JAJ43926.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"187","AAA59197.1_phaw_30_tra_m.006383","gi|939773857|gb|JAI88027.1|",32.2,59,0.56,36.2,"gi|939773857|gb|JAI88027.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia_magna]"
"188","AAA59197.1_phaw_30_tra_m.006383","gi|939773855|gb|JAI88026.1|",32.2,59,0.56,36.2,"gi|939773855|gb|JAI88026.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia_magna]"
"189","AAA59197.1_phaw_30_tra_m.006383","gi|942052545|gb|JAM81055.1|",32.2,59,0.58,36.2,"gi|942052545|gb|JAM81055.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"190","AAA59197.1_phaw_30_tra_m.006383","gi|1022778542|gb|KZS22017.1|",32.2,59,0.59,36.2,"gi|1022778542|gb|KZS22017.1| putative Atf6 [Daphnia magna]"
"191","AAA59197.1_phaw_30_tra_m.006383","gi|941531490|gb|JAL69777.1|",32.2,59,0.59,36.2,"gi|941531490|gb|JAL69777.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"192","AAA59197.1_phaw_30_tra_m.006383","gi|941560501|gb|JAL84282.1|",29.11,79,0.6,36.2,"gi|941560501|gb|JAL84282.1| Cyclic AMP-dependent transcription factor ATF-6 alpha, partial [Daphnia_magna]"
"193","AAA59197.1_phaw_30_tra_m.006383","gi|941553489|gb|JAL80776.1|",29.11,79,0.6,36.2,"gi|941553489|gb|JAL80776.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia_magna]"
"194","AAA59197.1_phaw_30_tra_m.006383","gi|941598394|gb|JAM01836.1|",32.2,59,0.62,36.2,"gi|941598394|gb|JAM01836.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia_magna]"
"195","AAA59197.1_phaw_30_tra_m.006383","gi|941622266|gb|JAM13677.1|",29.11,79,0.63,36.2,"gi|941622266|gb|JAM13677.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia_magna]"
"196","AAA59197.1_phaw_30_tra_m.006383","gi|941529002|gb|JAL68533.1|",32.2,59,0.64,36.2,"gi|941529002|gb|JAL68533.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"197","AAA59197.1_phaw_30_tra_m.006383","gi|941690158|gb|JAM47623.1|",32.2,59,0.65,36.2,"gi|941690158|gb|JAM47623.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"198","AAA59197.1_phaw_30_tra_m.006383","gi|941085941|gb|JAK84621.1|",32.2,59,0.7,35.8,"gi|941085941|gb|JAK84621.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"199","AAA59197.1_phaw_30_tra_m.006383","gi|942347588|gb|JAN55725.1|",32.2,59,0.71,35.8,"gi|942347588|gb|JAN55725.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"200","AAA59197.1_phaw_30_tra_m.006383","gi|940893549|gb|JAK06838.1|",32.2,59,0.72,35.8,"gi|940893549|gb|JAK06838.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"201","AAA59197.1_phaw_30_tra_m.006383","gi|942249734|gb|JAN21153.1|",32.2,59,0.72,35.8,"gi|942249734|gb|JAN21153.1| putative Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"202","AAA59197.1_phaw_30_tra_m.006383","gi|942352267|gb|JAN58063.1|",32.2,59,0.74,35.8,"gi|942352267|gb|JAN58063.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"203","AAA59197.1_phaw_30_tra_m.006383","gi|941022476|gb|JAK60734.1|",32.2,59,0.75,35.8,"gi|941022476|gb|JAK60734.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"204","AAA59197.1_phaw_30_tra_m.006383","gi|940896049|gb|JAK08088.1|",32.2,59,0.75,35.8,"gi|940896049|gb|JAK08088.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"205","AAA59197.1_phaw_30_tra_m.006383","gi|941289439|gb|JAL50489.1|",32.2,59,0.76,35.8,"gi|941289439|gb|JAL50489.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"206","AAA59197.1_phaw_30_tra_m.006383","gi|941164818|gb|JAL10757.1|",32.2,59,0.77,35.8,"gi|941164818|gb|JAL10757.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"207","AAA59197.1_phaw_30_tra_m.006383","gi|941138261|gb|JAL06049.1|",32.2,59,0.77,35.8,"gi|941138261|gb|JAL06049.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"208","AAA59197.1_phaw_30_tra_m.006383","gi|941117440|gb|JAK98619.1|",32.2,59,0.77,35.8,"gi|941117440|gb|JAK98619.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"209","AAA59197.1_phaw_30_tra_m.006383","gi|941251772|gb|JAL38196.1|",32.2,59,0.78,35.8,"gi|941251772|gb|JAL38196.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"210","AAA59197.1_phaw_30_tra_m.006383","gi|941164815|gb|JAL10756.1|",32.2,59,0.78,35.8,"gi|941164815|gb|JAL10756.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"211","AAA59197.1_phaw_30_tra_m.006383","gi|942219560|gb|JAN08046.1|",32.2,59,0.8,35.8,"gi|942219560|gb|JAN08046.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"212","AAA59197.1_phaw_30_tra_m.006383","gi|1022758463|gb|KZS04957.1|",34.85,66,0.81,35,"gi|1022758463|gb|KZS04957.1| D site-binding protein [Daphnia magna]"
"213","AAA59197.1_phaw_30_tra_m.006383","gi|941766651|gb|JAM69503.1|",34.85,66,0.81,35,"gi|941766651|gb|JAM69503.1| Transcription factor atf1 [Daphnia magna]"
"214","AAA59197.1_phaw_30_tra_m.006383","gi|940888043|gb|JAK04085.1|",30.77,65,0.81,35.4,"gi|940888043|gb|JAK04085.1| putative Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"215","AAA59197.1_phaw_30_tra_m.006383","gi|942406197|gb|JAN85028.1|",29.11,79,0.92,35.4,"gi|942406197|gb|JAN85028.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"216","AAA59197.1_phaw_30_tra_m.006383","gi|321475290|gb|EFX86253.1|",32.14,56,0.93,35.4,"gi|321475290|gb|EFX86253.1| hypothetical protein DAPPUDRAFT_98152 [Daphnia pulex]"
"217","AAA59197.1_phaw_30_tra_m.006383","gi|940931132|gb|JAK23927.1|",32.2,59,1,35.4,"gi|940931132|gb|JAK23927.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"218","AAA59197.1_phaw_30_tra_m.006383","gi|940967866|gb|JAK40121.1|",29.11,79,1,35.4,"gi|940967866|gb|JAK40121.1| Cyclic AMP-dependent transcription factor ATF-6 alpha [Daphnia magna]"
"219","AAA59197.1_phaw_30_tra_m.006383","gi|940843773|gb|JAJ81950.1|",32.14,56,1.1,35.4,"gi|940843773|gb|JAJ81950.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"220","AAA59197.1_phaw_30_tra_m.006383","gi|239938920|sp|P21525.4|FOSLA_DROME",37.21,43,1.1,35.4,"gi|239938920|sp|P21525.4|FOSLA_DROME RecName: Full=Transcription factor kayak, isoforms A/B/F; AltName: Full=AP-1; AltName: Full=Fos-related antigen; Short=Dfos; Short=dFra"
"221","AAA59197.1_phaw_30_tra_m.006383","gi|221460401|ref|NP_001027577.2|",37.21,43,1.1,35.4,"gi|221460401|ref|NP_001027577.2| kayak, isoform F [Drosophila melanogaster]"
"222","AAA59197.1_phaw_30_tra_m.006383","gi|220903250|gb|AAZ83994.2|",37.21,43,1.1,35.4,"gi|220903250|gb|AAZ83994.2| kayak, isoform F [Drosophila melanogaster]"
"223","AAA59197.1_phaw_30_tra_m.006383","gi|941099977|gb|JAK90657.1|",32.14,56,1.1,35.4,"gi|941099977|gb|JAK90657.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"224","AAA59197.1_phaw_30_tra_m.006383","gi|939858754|gb|JAJ29772.1|",32.14,56,1.1,35.4,"gi|939858754|gb|JAJ29772.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia_magna]"
"225","AAA59197.1_phaw_30_tra_m.006383","gi|941281258|gb|JAL47547.1|",32.14,56,1.1,35.4,"gi|941281258|gb|JAL47547.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"226","AAA59197.1_phaw_30_tra_m.006383","gi|941164926|gb|JAL10793.1|",32.14,56,1.1,35.4,"gi|941164926|gb|JAL10793.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"227","AAA59197.1_phaw_30_tra_m.006383","gi|941122604|gb|JAL00506.1|",32.14,56,1.1,35.4,"gi|941122604|gb|JAL00506.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"228","AAA59197.1_phaw_30_tra_m.006383","gi|940843771|gb|JAJ81949.1|",32.69,52,1.1,35.4,"gi|940843771|gb|JAJ81949.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"229","AAA59197.1_phaw_30_tra_m.006383","gi|941215735|gb|JAL28296.1|",32.14,56,1.2,35,"gi|941215735|gb|JAL28296.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"230","AAA59197.1_phaw_30_tra_m.006383","gi|942347862|gb|JAN55862.1|",32.14,56,1.2,35,"gi|942347862|gb|JAN55862.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"231","AAA59197.1_phaw_30_tra_m.006383","gi|941309990|gb|JAL56886.1|",32.69,52,1.2,35,"gi|941309990|gb|JAL56886.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"232","AAA59197.1_phaw_30_tra_m.006383","gi|941160613|gb|JAL08996.1|",32.69,52,1.2,35,"gi|941160613|gb|JAL08996.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"233","AAA59197.1_phaw_30_tra_m.006383","gi|1022769775|gb|KZS14241.1|",32.14,56,1.2,35,"gi|1022769775|gb|KZS14241.1| cAMP-responsive element-binding protein 3 protein 4 [Daphnia magna]"
"234","AAA59197.1_phaw_30_tra_m.006383","gi|941063968|gb|JAK76162.1|",32.14,56,1.2,35,"gi|941063968|gb|JAK76162.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"235","AAA59197.1_phaw_30_tra_m.006383","gi|940981291|gb|JAK45227.1|",32.14,56,1.2,35,"gi|940981291|gb|JAK45227.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"236","AAA59197.1_phaw_30_tra_m.006383","gi|941588474|gb|JAL96875.1|",32.69,52,1.2,35,"gi|941588474|gb|JAL96875.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia_magna]"
"237","AAA59197.1_phaw_30_tra_m.006383","gi|114439875|gb|ABI74758.1|",37.21,43,1.2,35,"gi|114439875|gb|ABI74758.1| kayak-gamma [Drosophila melanogaster]"
"238","AAA59197.1_phaw_30_tra_m.006383","gi|78707298|ref|NP_001027578.1|",37.21,43,1.2,35,"gi|78707298|ref|NP_001027578.1| kayak, isoform B [Drosophila melanogaster]"
"239","AAA59197.1_phaw_30_tra_m.006383","gi|73763233|gb|AAZ83993.1|",37.21,43,1.2,35,"gi|73763233|gb|AAZ83993.1| kayak, isoform B [Drosophila melanogaster]"
"240","AAA59197.1_phaw_30_tra_m.006383","gi|17862946|gb|AAL39950.1|",37.21,43,1.2,35,"gi|17862946|gb|AAL39950.1| SD04477p [Drosophila melanogaster]"
"241","AAA59197.1_phaw_30_tra_m.006383","gi|941309994|gb|JAL56887.1|",32.69,52,1.3,35,"gi|941309994|gb|JAL56887.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"242","AAA59197.1_phaw_30_tra_m.006383","gi|942410249|gb|JAN87054.1|",32.14,56,1.3,35,"gi|942410249|gb|JAN87054.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"243","AAA59197.1_phaw_30_tra_m.006383","gi|940928156|gb|JAK22439.1|",32.69,52,1.3,35,"gi|940928156|gb|JAK22439.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"244","AAA59197.1_phaw_30_tra_m.006383","gi|939840070|gb|JAJ20431.1|",32.69,52,1.3,35,"gi|939840070|gb|JAJ20431.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia_magna]"
"245","AAA59197.1_phaw_30_tra_m.006383","gi|941684448|gb|JAM44768.1|",32.69,52,1.3,35,"gi|941684448|gb|JAM44768.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia magna]"
"246","AAA59197.1_phaw_30_tra_m.006383","gi|239977329|sp|A8MPH9.2|FOSLD_DROME",37.21,43,1.4,35,"gi|239977329|sp|A8MPH9.2|FOSLD_DROME RecName: Full=Transcription factor kayak, isoforms D/sro; AltName: Full=AP-1; AltName: Full=Fos-related antigen; Short=Dfos; Short=dFra"
"247","AAA59197.1_phaw_30_tra_m.006383","gi|78707302|ref|NP_001027580.1|",37.21,43,1.4,35,"gi|78707302|ref|NP_001027580.1| kayak, isoform D [Drosophila melanogaster]"
"248","AAA59197.1_phaw_30_tra_m.006383","gi|73763231|gb|AAZ83991.1|",37.21,43,1.4,35,"gi|73763231|gb|AAZ83991.1| kayak, isoform D [Drosophila melanogaster]"
"249","AAA59197.1_phaw_30_tra_m.006383","gi|255708495|gb|ACU30167.1|",37.21,43,1.4,35,"gi|255708495|gb|ACU30167.1| LD16083p [Drosophila melanogaster]"
"250","AAA59197.1_phaw_30_tra_m.006383","gi|238231866|gb|ACR40401.1|",37.21,43,1.4,35,"gi|238231866|gb|ACR40401.1| LP01201p [Drosophila melanogaster]"
"251","AAA59197.1_phaw_30_tra_m.006383","gi|78707300|ref|NP_001027579.1|",37.21,43,1.4,35,"gi|78707300|ref|NP_001027579.1| kayak, isoform A [Drosophila melanogaster]"
"252","AAA59197.1_phaw_30_tra_m.006383","gi|73763232|gb|AAZ83992.1|",37.21,43,1.4,35,"gi|73763232|gb|AAZ83992.1| kayak, isoform A [Drosophila melanogaster]"
"253","AAA59197.1_phaw_30_tra_m.006383","gi|46310184|gb|AAS87366.1|",37.21,43,1.4,35,"gi|46310184|gb|AAS87366.1| transcription factor kay-beta [Drosophila melanogaster]"
"254","AAA59197.1_phaw_30_tra_m.006383","gi|7769652|gb|AAF69496.1|",37.21,43,1.4,35,"gi|7769652|gb|AAF69496.1| Fos-related antigen [Drosophila melanogaster]"
"255","AAA59197.1_phaw_30_tra_m.006383","gi|939858752|gb|JAJ29771.1|",32.14,56,1.4,35,"gi|939858752|gb|JAJ29771.1| Cyclic AMP-responsive element-binding protein 3 protein 3, partial [Daphnia_magna]"
"256","AAA59197.1_phaw_30_tra_m.006383","gi|941639850|gb|JAM22469.1|",32.14,56,1.4,35,"gi|941639850|gb|JAM22469.1| Cyclic AMP-responsive element-binding protein 3 protein 3 [Daphnia_magna]"
